File,Contains tip,Conf of max conf box,Area of max conf box,Tip inside highest prediction,Tip inside any prediction,Prediction on empty image
BG_PC_p2_crop_hf_colch_26.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_2.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_vf_2.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_vf_3.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_vf_rot90_2.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_104.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_105.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_colch_1.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_1.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_101.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_102.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_75.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_76.png,False,0,0,nan,nan,False
BG_SR_p2_crop_42.png,False,0,0,nan,nan,False
BG_SR_p2_crop_43.png,False,0,0,nan,nan,False
BG_SR_p2_crop_colch_42.png,False,0,0,nan,nan,False
BG_SR_p2_crop_colch_43.png,False,0,0,nan,nan,False
BG_SR_p3_crop_38.png,False,0,0,nan,nan,False
BG_SR_p3_crop_39.png,False,0,0,nan,nan,False
BG_SR_p3_crop_colch_44.png,False,0,0,nan,nan,False
BG_SR_p3_crop_colch_45.png,False,0,0,nan,nan,False
BG_SR_p3_crop_colch_50.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_40.png,False,0.38455284,288.45486,nan,nan,True
BG_SR_p3_crop_hf_41.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_40.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_41.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_42.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_colch_48.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_colch_49.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_48.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_49.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_colch_42.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_colch_43.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_48.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_49.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_colch_38.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_colch_39.png,False,0,0,nan,nan,False
BG_SR_p4_crop_34.png,False,0,0,nan,nan,False
BG_SR_p4_crop_colch_30.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_30.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_31.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_34.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_colch_29.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_rot90_29.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_saferot_colch_32.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_saferot_colch_33.png,False,0,0,nan,nan,False
BG_SR_p5_crop_28.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_colch_26.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_colch_27.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_26.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_27.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_saferot_26.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_saferot_27.png,False,0,0,nan,nan,False
GW_p2_og_10.png,True,0.86222255,436.80643,True,True,nan
GW_p2_og_11.png,True,0.8238069,462.70892,False,False,nan
GW_p2_og_12.png,True,0.8440559,461.37436,True,True,nan
GW_p2_og_13.png,True,0.8449793,448.34158,True,True,nan
GW_p2_og_14.png,True,0.87480915,457.03946,True,True,nan
GW_p2_og_15.png,True,0.91102976,456.52884,True,True,nan
GW_p2_og_16.png,True,0.91419506,462.8133,True,True,nan
GW_p2_og_17.png,True,0.9396097,458.7483,True,True,nan
GW_p2_og_18.png,True,0.87476563,460.62326,False,False,nan
GW_p2_og_19.png,True,0.909905,460.0846,True,True,nan
GW_p2_og_2.png,True,0.82324845,454.96115,True,True,nan
GW_p2_og_20.png,True,0.8875803,451.51053,True,True,nan
GW_p2_og_21.png,True,0.89861876,435.97952,True,True,nan
GW_p2_og_22.png,True,0.8252491,472.2469,True,True,nan
GW_p2_og_23.png,True,0.86013293,428.43646,True,True,nan
GW_p2_og_24.png,True,0.73347366,340.27148,True,True,nan
GW_p2_og_3.png,True,0.84524375,466.53516,True,True,nan
GW_p2_og_4.png,True,0.9101417,451.77393,True,True,nan
GW_p2_og_5.png,True,0.9467472,457.9384,True,True,nan
GW_p2_og_6.png,True,0.9012303,450.01157,True,True,nan
GW_p2_og_7.png,True,0.87831384,436.66583,True,True,nan
GW_p2_og_8.png,True,0.92337316,444.27893,True,True,nan
GW_p2_og_9.png,True,0.8860275,457.36823,True,True,nan
GW_p2_og_colch_10.png,True,0.79531944,449.8279,True,True,nan
GW_p2_og_colch_11.png,True,0.8428392,455.0555,True,True,nan
GW_p2_og_colch_12.png,True,0.8661508,452.18973,True,True,nan
GW_p2_og_colch_13.png,True,0.8646127,447.31125,True,True,nan
GW_p2_og_colch_14.png,True,0.86677825,446.0306,True,True,nan
GW_p2_og_colch_15.png,True,0.7719357,439.69568,False,False,nan
GW_p2_og_colch_16.png,True,0.8766903,460.7101,True,True,nan
GW_p2_og_colch_17.png,True,0.906296,465.71375,True,True,nan
GW_p2_og_colch_18.png,True,0.7087176,436.87686,False,False,nan
GW_p2_og_colch_19.png,True,0.57131726,452.5496,True,True,nan
GW_p2_og_colch_2.png,True,0.81384903,451.98495,True,True,nan
GW_p2_og_colch_20.png,True,0.68118876,454.68115,True,True,nan
GW_p2_og_colch_21.png,True,0.6244436,439.89825,True,True,nan
GW_p2_og_colch_22.png,True,0.7817973,446.43964,True,True,nan
GW_p2_og_colch_23.png,True,0,0,False,False,nan
GW_p2_og_colch_24.png,True,0.72581834,392.3803,True,True,nan
GW_p2_og_colch_3.png,True,0.80815965,474.30368,True,True,nan
GW_p2_og_colch_4.png,True,0.75215966,498.29074,True,True,nan
GW_p2_og_colch_5.png,True,0.8302487,453.60495,True,True,nan
GW_p2_og_colch_6.png,True,0.8229344,467.411,True,True,nan
GW_p2_og_colch_7.png,True,0.87831384,436.66583,True,True,nan
GW_p2_og_colch_8.png,True,0.8380186,435.70554,True,True,nan
GW_p2_og_colch_9.png,True,0.81730664,449.7849,True,True,nan
GW_p2_og_hf_10.png,True,0.9087149,442.47638,True,True,nan
GW_p2_og_hf_11.png,True,0.87203455,462.566,False,False,nan
GW_p2_og_hf_12.png,True,0.8601026,438.8462,True,True,nan
GW_p2_og_hf_13.png,True,0.8516559,440.4911,True,True,nan
GW_p2_og_hf_14.png,True,0.80251473,465.9449,True,True,nan
GW_p2_og_hf_15.png,True,0.9155334,452.55502,False,False,nan
GW_p2_og_hf_16.png,True,0.87380505,448.3838,True,True,nan
GW_p2_og_hf_17.png,True,0.94601303,445.1777,True,True,nan
GW_p2_og_hf_18.png,True,0.78742397,465.13583,False,False,nan
GW_p2_og_hf_19.png,True,0.87127745,446.45935,True,True,nan
GW_p2_og_hf_2.png,True,0.7891217,447.3328,True,True,nan
GW_p2_og_hf_20.png,True,0.8735299,447.28128,True,True,nan
GW_p2_og_hf_21.png,True,0.9013862,434.24777,True,True,nan
GW_p2_og_hf_22.png,True,0.69870013,440.24136,True,True,nan
GW_p2_og_hf_23.png,True,0.7553063,450.07516,True,True,nan
GW_p2_og_hf_24.png,True,0.8145289,331.24896,True,True,nan
GW_p2_og_hf_3.png,True,0.78864807,448.7777,True,True,nan
GW_p2_og_hf_4.png,True,0.8622584,466.52417,True,True,nan
GW_p2_og_hf_5.png,True,0.87878275,454.7231,True,True,nan
GW_p2_og_hf_6.png,True,0.90594083,441.4162,True,True,nan
GW_p2_og_hf_7.png,True,0.8666211,448.38745,True,True,nan
GW_p2_og_hf_8.png,True,0.8789101,436.11926,True,True,nan
GW_p2_og_hf_9.png,True,0.9191345,446.99844,True,True,nan
GW_p2_og_hf_colch_10.png,True,0.80564356,440.8918,True,True,nan
GW_p2_og_hf_colch_11.png,True,0.79635483,454.6097,True,True,nan
GW_p2_og_hf_colch_12.png,True,0.6756066,459.9872,False,True,nan
GW_p2_og_hf_colch_13.png,True,0.6701396,440.4783,True,True,nan
GW_p2_og_hf_colch_14.png,True,0.7524418,450.81595,True,True,nan
GW_p2_og_hf_colch_15.png,True,0.9155334,452.55502,False,False,nan
GW_p2_og_hf_colch_16.png,True,0.87691164,447.82806,True,True,nan
GW_p2_og_hf_colch_17.png,True,0.81240743,437.01758,True,True,nan
GW_p2_og_hf_colch_18.png,True,0.40125352,448.63028,True,True,nan
GW_p2_og_hf_colch_19.png,True,0.60908735,450.738,True,True,nan
GW_p2_og_hf_colch_2.png,True,0.73636574,459.24332,True,True,nan
GW_p2_og_hf_colch_20.png,True,0.7747823,461.90445,True,True,nan
GW_p2_og_hf_colch_21.png,True,0.7480783,465.98264,True,True,nan
GW_p2_og_hf_colch_22.png,True,0.73760283,428.89578,True,True,nan
GW_p2_og_hf_colch_23.png,True,0.74629414,439.00565,True,True,nan
GW_p2_og_hf_colch_24.png,True,0.7110786,369.66827,True,True,nan
GW_p2_og_hf_colch_3.png,True,0.7874676,446.18726,True,True,nan
GW_p2_og_hf_colch_4.png,True,0.7675444,474.71832,True,True,nan
GW_p2_og_hf_colch_5.png,True,0.83991975,453.4068,True,True,nan
GW_p2_og_hf_colch_6.png,True,0.85847217,448.87488,True,True,nan
GW_p2_og_hf_colch_7.png,True,0.57772684,462.4671,True,True,nan
GW_p2_og_hf_colch_8.png,True,0.8800153,435.10806,True,True,nan
GW_p2_og_hf_colch_9.png,True,0.8001174,450.95514,True,True,nan
GW_p2_og_hf_vf_10.png,True,0.8548926,452.15225,True,True,nan
GW_p2_og_hf_vf_11.png,True,0.8648525,457.04462,False,False,nan
GW_p2_og_hf_vf_12.png,True,0.8922227,460.73517,True,True,nan
GW_p2_og_hf_vf_13.png,True,0.8608288,449.73343,True,True,nan
GW_p2_og_hf_vf_14.png,True,0.832957,467.9444,False,False,nan
GW_p2_og_hf_vf_15.png,True,0.8697725,447.57187,True,True,nan
GW_p2_og_hf_vf_16.png,True,0.8766903,460.7101,True,True,nan
GW_p2_og_hf_vf_17.png,True,0.888915,456.17334,True,True,nan
GW_p2_og_hf_vf_18.png,True,0.8688942,437.81754,False,False,nan
GW_p2_og_hf_vf_19.png,True,0.8138096,440.95554,True,True,nan
GW_p2_og_hf_vf_2.png,True,0.85441595,474.92896,True,True,nan
GW_p2_og_hf_vf_20.png,True,0.8573548,454.68332,True,True,nan
GW_p2_og_hf_vf_21.png,True,0.8800613,446.7141,True,True,nan
GW_p2_og_hf_vf_22.png,True,0.878155,443.0925,True,True,nan
GW_p2_og_hf_vf_23.png,True,0.78946954,470.70486,True,True,nan
GW_p2_og_hf_vf_24.png,True,0.62249345,413.0077,True,True,nan
GW_p2_og_hf_vf_3.png,True,0.8427057,473.43124,True,True,nan
GW_p2_og_hf_vf_4.png,True,0.8615461,455.57578,True,True,nan
GW_p2_og_hf_vf_5.png,True,0.8817678,442.0205,True,True,nan
GW_p2_og_hf_vf_6.png,True,0.8988052,443.8967,True,True,nan
GW_p2_og_hf_vf_7.png,True,0.8379426,452.41983,True,True,nan
GW_p2_og_hf_vf_8.png,True,0.8568588,452.50922,True,True,nan
GW_p2_og_hf_vf_9.png,True,0.8699744,450.7583,True,True,nan
GW_p2_og_hf_vf_colch_10.png,True,0.8681098,462.17834,True,True,nan
GW_p2_og_hf_vf_colch_11.png,True,0.88604367,458.25806,False,False,nan
GW_p2_og_hf_vf_colch_12.png,True,0.88859653,458.2703,True,True,nan
GW_p2_og_hf_vf_colch_13.png,True,0.81301224,442.53928,True,True,nan
GW_p2_og_hf_vf_colch_14.png,True,0.47464833,430.43045,True,True,nan
GW_p2_og_hf_vf_colch_15.png,True,0.855154,445.5822,True,True,nan
GW_p2_og_hf_vf_colch_16.png,True,0.75110847,447.1523,True,True,nan
GW_p2_og_hf_vf_colch_17.png,True,0.84672904,457.35547,True,True,nan
GW_p2_og_hf_vf_colch_18.png,True,0.7092443,437.68222,False,False,nan
GW_p2_og_hf_vf_colch_19.png,True,0.5303514,448.32114,True,True,nan
GW_p2_og_hf_vf_colch_2.png,True,0.87553257,483.12912,True,True,nan
GW_p2_og_hf_vf_colch_20.png,True,0.5503452,460.41855,True,True,nan
GW_p2_og_hf_vf_colch_21.png,True,0.62646544,447.94992,True,True,nan
GW_p2_og_hf_vf_colch_22.png,True,0.5381284,449.87582,True,True,nan
GW_p2_og_hf_vf_colch_23.png,True,0.8049788,484.20148,True,True,nan
GW_p2_og_hf_vf_colch_24.png,True,0.74137557,409.43207,True,True,nan
GW_p2_og_hf_vf_colch_3.png,True,0.847034,455.1319,True,True,nan
GW_p2_og_hf_vf_colch_4.png,True,0.8750353,480.2605,True,True,nan
GW_p2_og_hf_vf_colch_5.png,True,0.86404026,438.15778,True,True,nan
GW_p2_og_hf_vf_colch_6.png,True,0.92900896,488.66345,True,True,nan
GW_p2_og_hf_vf_colch_7.png,True,0.48189503,468.08893,True,True,nan
GW_p2_og_hf_vf_colch_8.png,True,0.7680095,450.79645,True,True,nan
GW_p2_og_hf_vf_colch_9.png,True,0.8694958,452.61267,True,True,nan
GW_p2_og_hf_vf_rot90_10.png,True,0.85328144,421.78384,True,True,nan
GW_p2_og_hf_vf_rot90_11.png,True,0.8648525,457.04462,False,False,nan
GW_p2_og_hf_vf_rot90_12.png,True,0.8440559,461.37436,True,True,nan
GW_p2_og_hf_vf_rot90_13.png,True,0.6937687,444.56918,True,True,nan
GW_p2_og_hf_vf_rot90_14.png,True,0.7896959,423.19702,True,True,nan
GW_p2_og_hf_vf_rot90_15.png,True,0.8697725,447.57187,True,True,nan
GW_p2_og_hf_vf_rot90_16.png,True,0.8532413,450.9385,True,True,nan
GW_p2_og_hf_vf_rot90_17.png,True,0.888915,456.17334,True,True,nan
GW_p2_og_hf_vf_rot90_18.png,True,0.8688942,437.81754,False,False,nan
GW_p2_og_hf_vf_rot90_19.png,True,0.6988768,449.1177,True,True,nan
GW_p2_og_hf_vf_rot90_2.png,True,0.82324845,454.96115,True,True,nan
GW_p2_og_hf_vf_rot90_20.png,True,0.8573548,454.68332,True,True,nan
GW_p2_og_hf_vf_rot90_21.png,True,0.8800613,446.7141,True,True,nan
GW_p2_og_hf_vf_rot90_22.png,True,0.8252491,472.2469,True,True,nan
GW_p2_og_hf_vf_rot90_23.png,True,0.69021213,434.43808,True,True,nan
GW_p2_og_hf_vf_rot90_24.png,True,0.62249345,413.0077,True,True,nan
GW_p2_og_hf_vf_rot90_3.png,True,0.86754507,455.25348,True,True,nan
GW_p2_og_hf_vf_rot90_4.png,True,0.8700021,511.72202,True,True,nan
GW_p2_og_hf_vf_rot90_5.png,True,0.9467472,457.9384,True,True,nan
GW_p2_og_hf_vf_rot90_6.png,True,0.86150485,461.20377,True,True,nan
GW_p2_og_hf_vf_rot90_7.png,True,0.8298032,451.04904,True,True,nan
GW_p2_og_hf_vf_rot90_8.png,True,0.8593742,435.60568,True,True,nan
GW_p2_og_hf_vf_rot90_9.png,True,0.89257383,475.81503,True,True,nan
GW_p2_og_hf_vf_rot90_colch_10.png,True,0.9146092,438.2101,True,True,nan
GW_p2_og_hf_vf_rot90_colch_11.png,True,0.86775136,441.30627,False,False,nan
GW_p2_og_hf_vf_rot90_colch_12.png,True,0.85829085,455.4703,True,True,nan
GW_p2_og_hf_vf_rot90_colch_13.png,True,0.81232476,431.7044,True,True,nan
GW_p2_og_hf_vf_rot90_colch_14.png,True,0.89039904,460.9026,True,True,nan
GW_p2_og_hf_vf_rot90_colch_15.png,True,0.8139227,443.12582,True,True,nan
GW_p2_og_hf_vf_rot90_colch_16.png,True,0.90857536,456.58328,True,True,nan
GW_p2_og_hf_vf_rot90_colch_17.png,True,0.888915,456.17334,True,True,nan
GW_p2_og_hf_vf_rot90_colch_18.png,True,0.61265594,439.99515,True,True,nan
GW_p2_og_hf_vf_rot90_colch_19.png,True,0.76753163,444.91055,True,True,nan
GW_p2_og_hf_vf_rot90_colch_2.png,True,0.7978335,437.25397,True,True,nan
GW_p2_og_hf_vf_rot90_colch_20.png,True,0.7351632,451.75525,True,True,nan
GW_p2_og_hf_vf_rot90_colch_21.png,True,0.6686931,445.04083,True,True,nan
GW_p2_og_hf_vf_rot90_colch_22.png,True,0.6802139,442.36005,True,True,nan
GW_p2_og_hf_vf_rot90_colch_23.png,True,0.7553063,450.07516,True,True,nan
GW_p2_og_hf_vf_rot90_colch_24.png,True,0,0,False,False,nan
GW_p2_og_hf_vf_rot90_colch_3.png,True,0.84303075,465.66428,True,True,nan
GW_p2_og_hf_vf_rot90_colch_4.png,True,0.85486925,471.59882,True,True,nan
GW_p2_og_hf_vf_rot90_colch_5.png,True,0.861327,499.7787,True,True,nan
GW_p2_og_hf_vf_rot90_colch_6.png,True,0.8497717,468.10706,True,True,nan
GW_p2_og_hf_vf_rot90_colch_7.png,True,0.79491943,487.73346,True,True,nan
GW_p2_og_hf_vf_rot90_colch_8.png,True,0.8838322,437.42422,True,True,nan
GW_p2_og_hf_vf_rot90_colch_9.png,True,0.85199696,439.8804,True,True,nan
GW_p2_og_hf_vf_rot_10.png,True,0.7788803,435.79855,True,True,nan
GW_p2_og_hf_vf_rot_11.png,True,0.7121575,410.3688,True,True,nan
GW_p2_og_hf_vf_rot_12.png,True,0.7691803,407.4957,True,True,nan
GW_p2_og_hf_vf_rot_13.png,True,0.8147637,396.07172,True,True,nan
GW_p2_og_hf_vf_rot_14.png,True,0.7964391,437.09473,True,True,nan
GW_p2_og_hf_vf_rot_15.png,True,0.7732605,422.80035,True,True,nan
GW_p2_og_hf_vf_rot_16.png,True,0.82411134,445.90997,True,True,nan
GW_p2_og_hf_vf_rot_17.png,True,0.7930435,445.45975,True,True,nan
GW_p2_og_hf_vf_rot_18.png,True,0.70876586,448.6477,True,True,nan
GW_p2_og_hf_vf_rot_19.png,True,0.7086503,448.21054,True,True,nan
GW_p2_og_hf_vf_rot_2.png,True,0.82679194,411.68628,True,True,nan
GW_p2_og_hf_vf_rot_20.png,True,0.7486896,456.73553,True,True,nan
GW_p2_og_hf_vf_rot_21.png,True,0.6583851,438.51984,True,True,nan
GW_p2_og_hf_vf_rot_22.png,True,0.7013109,473.25262,True,True,nan
GW_p2_og_hf_vf_rot_23.png,True,0.834741,440.07135,True,True,nan
GW_p2_og_hf_vf_rot_24.png,True,0,0,False,False,nan
GW_p2_og_hf_vf_rot_3.png,True,0.5444712,459.858,True,True,nan
GW_p2_og_hf_vf_rot_4.png,True,0.82646745,458.03604,True,True,nan
GW_p2_og_hf_vf_rot_5.png,True,0.8588635,480.31854,True,True,nan
GW_p2_og_hf_vf_rot_6.png,True,0.69947,387.50095,True,True,nan
GW_p2_og_hf_vf_rot_7.png,True,0.8194998,428.8827,True,True,nan
GW_p2_og_hf_vf_rot_8.png,True,0.82926315,440.40936,True,True,nan
GW_p2_og_hf_vf_rot_9.png,True,0.8638718,418.67178,True,True,nan
GW_p2_og_hf_vf_rot_colch_10.png,True,0.6603974,417.22055,True,True,nan
GW_p2_og_hf_vf_rot_colch_11.png,True,0.39645863,449.1292,True,True,nan
GW_p2_og_hf_vf_rot_colch_12.png,True,0.8334252,446.5656,True,True,nan
GW_p2_og_hf_vf_rot_colch_13.png,True,0.80084217,423.48984,True,True,nan
GW_p2_og_hf_vf_rot_colch_14.png,True,0.81432146,429.36456,True,True,nan
GW_p2_og_hf_vf_rot_colch_15.png,True,0.4774428,413.38202,True,True,nan
GW_p2_og_hf_vf_rot_colch_16.png,True,0.8015027,440.9958,True,True,nan
GW_p2_og_hf_vf_rot_colch_17.png,True,0.7930435,445.45975,True,True,nan
GW_p2_og_hf_vf_rot_colch_18.png,True,0.6696476,440.95023,True,True,nan
GW_p2_og_hf_vf_rot_colch_19.png,True,0.7558639,471.8435,True,True,nan
GW_p2_og_hf_vf_rot_colch_2.png,True,0.5357162,421.35114,True,True,nan
GW_p2_og_hf_vf_rot_colch_20.png,True,0.7486896,456.73553,True,True,nan
GW_p2_og_hf_vf_rot_colch_21.png,True,0.8192445,443.248,True,True,nan
GW_p2_og_hf_vf_rot_colch_22.png,True,0.5045687,476.3019,True,True,nan
GW_p2_og_hf_vf_rot_colch_23.png,True,0,0,False,False,nan
GW_p2_og_hf_vf_rot_colch_24.png,True,0,0,False,False,nan
GW_p2_og_hf_vf_rot_colch_3.png,True,0.5444712,459.858,True,True,nan
GW_p2_og_hf_vf_rot_colch_4.png,True,0.77617943,469.29797,True,True,nan
GW_p2_og_hf_vf_rot_colch_5.png,True,0,0,False,False,nan
GW_p2_og_hf_vf_rot_colch_6.png,True,0.85372716,459.01483,True,True,nan
GW_p2_og_hf_vf_rot_colch_7.png,True,0.7208003,452.44482,True,True,nan
GW_p2_og_hf_vf_rot_colch_8.png,True,0.8390137,430.3011,True,True,nan
GW_p2_og_hf_vf_rot_colch_9.png,True,0,0,False,False,nan
SR_p2_og_1.png,True,0.81206393,465.45248,True,True,nan
SR_p2_og_10.png,True,0.4989543,465.115,False,False,nan
SR_p2_og_11.png,True,0.8147462,439.503,True,True,nan
SR_p2_og_12.png,True,0.69970787,454.52563,True,True,nan
SR_p2_og_13.png,True,0.7432488,447.82993,False,False,nan
SR_p2_og_14.png,True,0.66119987,449.14636,False,False,nan
SR_p2_og_15.png,True,0.6961024,442.562,False,True,nan
SR_p2_og_16.png,True,0.3512348,466.47357,True,True,nan
SR_p2_og_17.png,True,0,0,False,False,nan
SR_p2_og_18.png,True,0.7945605,471.05014,True,True,nan
SR_p2_og_19.png,True,0.80607283,469.42215,True,True,nan
SR_p2_og_2.png,True,0.81206393,465.45248,True,True,nan
SR_p2_og_20.png,True,0.79922605,456.61087,True,True,nan
SR_p2_og_21.png,True,0.66027164,447.49823,True,True,nan
SR_p2_og_22.png,True,0.26333985,479.72784,True,True,nan
SR_p2_og_23.png,True,0.5384955,432.03857,False,False,nan
SR_p2_og_24.png,True,0.80618995,463.191,True,True,nan
SR_p2_og_25.png,True,0.7704911,461.70355,True,True,nan
SR_p2_og_26.png,True,0.6595071,445.6025,False,False,nan
SR_p2_og_27.png,True,0.25958434,445.8203,True,True,nan
SR_p2_og_28.png,True,0.7296686,436.36038,False,False,nan
SR_p2_og_29.png,True,0.67395073,439.3344,True,True,nan
SR_p2_og_30.png,True,0.74157387,432.00272,False,False,nan
SR_p2_og_31.png,True,0.5951771,450.83823,True,True,nan
SR_p2_og_32.png,True,0.66971785,458.08362,True,True,nan
SR_p2_og_33.png,True,0.6575191,459.73816,True,True,nan
SR_p2_og_34.png,True,0.5833371,447.71332,False,False,nan
SR_p2_og_35.png,True,0.5987394,452.12933,False,True,nan
SR_p2_og_36.png,True,0.5665708,464.77518,True,True,nan
SR_p2_og_37.png,True,0.66595745,454.01926,False,False,nan
SR_p2_og_38.png,True,0,0,False,False,nan
SR_p2_og_39.png,True,0.5735433,466.68375,False,False,nan
SR_p2_og_4.png,True,0.30985242,447.74835,False,False,nan
SR_p2_og_40.png,True,0.76802135,452.08502,False,False,nan
SR_p2_og_41.png,True,0.3775946,451.23666,True,True,nan
SR_p2_og_44.png,True,0.9467472,457.9384,True,True,nan
SR_p2_og_45.png,True,0.42929056,330.18597,True,True,nan
SR_p2_og_46.png,True,0.46608794,434.195,True,True,nan
SR_p2_og_47.png,True,0.6958897,443.42358,True,True,nan
SR_p2_og_48.png,True,0,0,False,False,nan
SR_p2_og_49.png,True,0.5366071,438.3791,True,True,nan
SR_p2_og_5.png,True,0.29379788,454.95352,False,False,nan
SR_p2_og_50.png,True,0.698157,442.93298,True,True,nan
SR_p2_og_51.png,True,0.7289268,449.83755,True,True,nan
SR_p2_og_52.png,True,0.697687,447.23724,True,True,nan
SR_p2_og_53.png,True,0.7372895,450.48682,True,True,nan
SR_p2_og_54.png,True,0.46933025,453.94165,True,True,nan
SR_p2_og_55.png,True,0.55790484,461.33975,True,True,nan
SR_p2_og_56.png,True,0.5059146,455.1652,True,True,nan
SR_p2_og_57.png,True,0.6924919,456.59464,True,True,nan
